GCF_000018545.1	WP_012709860.1	-	RecB	-	8.9e-52	174.8	0.0	1.2e-50	171.0	0.0	2.3	2	1	0	2	2	2	1	double-strand break repair helicase AddA [Sinorhizobium fredii]
GCF_000018545.1	WP_012708603.1	-	RecB	-	2.4e-33	113.7	6.3	3e-16	57.1	0.0	5.3	3	1	0	3	3	3	3	UvrD-helicase domain-containing protein [Sinorhizobium fredii]
GCF_000018545.1	WP_015887506.1	-	RecB	-	4.6e-33	112.8	3.7	9.3e-19	65.4	0.1	5.3	1	1	2	4	4	4	3	ATP-dependent helicase [Sinorhizobium fredii]
GCF_000061505.1	WP_011767573.1	-	RecB	-	9.9e-268	889.4	0.0	3.1e-267	887.8	0.0	1.6	1	1	0	1	1	1	1	exodeoxyribonuclease V subunit beta [Azoarcus olearius]
GCF_000061505.1	WP_011766937.1	-	RecB	-	5e-50	168.3	15.2	4.3e-26	89.1	1.8	5.1	1	1	3	4	4	4	4	UvrD-helicase domain-containing protein [Azoarcus olearius]
GCF_000061505.1	WP_011763922.1	-	RecB	-	4.2e-45	152.0	6.7	2.3e-21	73.4	2.8	5.1	2	1	1	3	3	3	3	UvrD-helicase domain-containing protein [Azoarcus olearius]
GCF_000061505.1	WP_011764080.1	-	RecB	-	2.4e-36	123.1	1.6	4.8e-22	75.7	0.1	3.9	3	1	1	4	4	4	3	ATP-dependent helicase [Azoarcus olearius]
GCF_000067165.1	WP_012235471.1	-	RecB	-	8.4e-62	208.6	0.0	2.8e-36	124.1	0.0	3.8	3	1	0	3	3	3	3	UvrD-helicase domain-containing protein [Sorangium cellulosum]
GCF_000067165.1	WP_012232712.1	-	RecB	-	1.2e-58	198.2	0.0	2.4e-53	180.6	0.2	5.4	2	1	0	2	2	2	2	UvrD-helicase domain-containing protein [Sorangium cellulosum]
GCF_000067165.1	WP_231864478.1	-	RecB	-	1.9e-51	174.3	1.9	1.4e-21	75.4	0.1	4.4	2	1	2	5	5	5	4	ATP-dependent helicase [Sorangium cellulosum]
GCF_000067165.1	WP_012236160.1	-	RecB	-	6.3e-41	139.5	0.8	2.9e-20	71.0	0.0	5.0	4	1	0	4	4	4	4	UvrD-helicase domain-containing protein [Sorangium cellulosum]
GCF_000067165.1	WP_012233525.1	-	RecB	-	1.7e-40	138.0	10.9	4.5e-20	70.4	0.0	5.7	3	2	2	5	5	5	4	ATP-dependent helicase [Sorangium cellulosum]
