GCF_000061505.1	WP_011767580.1	-	RecC	-	4.1e-212	705.0	0.0	2.6e-211	702.4	0.0	1.8	1	1	0	1	1	1	1	exodeoxyribonuclease V subunit gamma [Azoarcus olearius]
GCF_000152885.1	WP_006954630.1	-	RecC	-	2.2e-279	927.2	23.1	2.6e-279	926.9	23.1	1.0	1	0	0	1	1	1	1	exodeoxyribonuclease V subunit gamma [Idiomarina baltica]
GCF_000179655.1	WP_008925651.1	-	RecC	-	0	1244.9	15.1	0	1244.6	15.1	1.0	1	0	0	1	1	1	1	MULTISPECIES: exodeoxyribonuclease V subunit gamma [unclassified Pantoea]
GCF_000195225.1	WP_010449885.1	-	RecC	-	0	1105.4	8.1	0	1105.1	8.1	1.0	1	0	0	1	1	1	1	exodeoxyribonuclease V subunit gamma [Vibrio rotiferianus]
GCF_000235745.1	WP_019341893.1	-	RecC	-	5.3e-260	863.6	0.0	6.1e-260	863.4	0.0	1.0	1	0	0	1	1	1	1	exodeoxyribonuclease V subunit gamma, partial [Stutzerimonas stutzeri]
GCF_000241285.1	WP_010671035.1	-	RecC	-	0	1249.5	17.6	0	1249.2	17.6	1.0	1	0	0	1	1	1	1	exodeoxyribonuclease V subunit gamma [Pantoea agglomerans]
GCF_000259195.1	WP_010226936.1	-	RecC	-	0	1328.1	0.2	0	1327.8	0.2	1.0	1	0	0	1	1	1	1	exodeoxyribonuclease V subunit gamma [Pseudomonas donghuensis]
GCF_000279285.1	WP_000495622.1	-	RecC	-	0	1059.9	13.3	0	1059.6	13.3	1.0	1	0	0	1	1	1	1	exodeoxyribonuclease V subunit gamma [Vibrio cholerae]
GCF_000287055.2	WP_017040317.1	-	RecC	-	0	1058.7	6.0	0	1058.4	6.0	1.0	1	0	0	1	1	1	1	exodeoxyribonuclease V subunit gamma [Vibrio genomosp. F10]
GCF_000300815.1	WP_017445444.1	-	RecC	-	1.3e-226	752.8	26.8	1.6e-226	752.5	26.8	1.0	1	0	0	1	1	1	1	exodeoxyribonuclease V subunit gamma [Gayadomonas joobiniege]
GCF_000305755.2	WP_009707461.1	-	RecC	-	0	1099.3	6.1	0	1099.0	6.1	1.0	1	0	0	1	1	1	1	exodeoxyribonuclease V subunit gamma [Vibrio sp. HENC-03]
GCF_000307775.2	WP_003295259.1	-	RecC	-	1.7e-263	875.4	0.0	2e-263	875.1	0.0	1.0	1	0	0	1	1	1	1	exodeoxyribonuclease V subunit gamma [Stutzerimonas stutzeri]
GCF_000328885.1	WP_017692738.1	-	RecC	-	0	1397.6	3.7	0	1397.3	3.7	1.0	1	0	0	1	1	1	1	exodeoxyribonuclease V subunit gamma [Enterobacter hormaechei]
GCF_000333895.2	WP_002536305.1	-	RecC	-	0	1053.5	3.3	0	1053.3	3.3	1.0	1	0	0	1	1	1	1	exodeoxyribonuclease V subunit gamma [Grimontia indica]
GCF_000341615.1	WP_003303245.1	-	RecC	-	4.4e-264	877.2	0.0	5.3e-264	877.0	0.0	1.0	1	0	0	1	1	1	1	exodeoxyribonuclease V subunit gamma [Stutzerimonas stutzeri]
GCF_000358675.2	WP_000946938.1	-	RecC	-	0	1525.1	6.1	0	1524.9	6.1	1.0	1	0	0	1	1	1	1	MULTISPECIES: exodeoxyribonuclease V subunit gamma [Enterobacteriaceae]
GCF_000364625.1	WP_017938915.1	-	RecC	-	3.3e-264	877.3	0.0	4.1e-264	877.0	0.0	1.0	1	0	0	1	1	1	1	exodeoxyribonuclease V subunit gamma [Zestomonas thermotolerans]
GCF_000368485.1	WP_004816734.1	-	RecC	-	1.6e-251	835.7	46.2	2.4e-251	835.1	46.2	1.3	1	1	0	1	1	1	1	exodeoxyribonuclease V subunit gamma [Acinetobacter guillouiae]
GCF_000380185.1	WP_020559751.1	-	RecC	-	7.3e-248	823.2	16.2	9e-248	822.9	16.2	1.0	1	0	0	1	1	1	1	exodeoxyribonuclease V subunit gamma [Thiofilum flexile]
GCF_000381405.1	WP_019591062.1	-	RecC	-	0	1060.2	0.0	0	1060.0	0.0	1.0	1	0	0	1	1	1	1	exodeoxyribonuclease V subunit gamma [Thioalkalivibrio sp. ALE20]
GCF_000382345.1	WP_026354208.1	-	RecC	-	7.1e-288	956.4	0.0	8.6e-288	956.2	0.0	1.0	1	0	0	1	1	1	1	exodeoxyribonuclease V subunit gamma [Massilia niastensis]
GCF_000400365.1	WP_038879242.1	-	RecC	-	0	1103.9	7.7	0	1103.6	7.7	1.0	1	0	0	1	1	1	1	MULTISPECIES: exodeoxyribonuclease V subunit gamma [Vibrio]
