GCF_000018545.1	WP_012708532.1	-	RecD	-	2.5e-27	94.3	0.0	3.7e-18	64.1	0.0	3.2	2	2	1	3	3	3	2	ATP-dependent RecD-like DNA helicase [Sinorhizobium fredii]
GCF_000018545.1	WP_010875410.1	-	RecD	-	7.8e-25	86.1	9.4	6.4e-14	50.1	0.3	3.2	1	1	2	3	3	3	3	Ti-type conjugative transfer relaxase TraA [Sinorhizobium fredii]
GCF_000018545.1	WP_015887153.1	-	RecD	-	2.1e-22	78.1	8.3	3.2e-10	37.8	0.4	3.4	2	1	0	3	3	3	3	Ti-type conjugative transfer relaxase TraA [Sinorhizobium fredii]
GCF_000018545.1	WP_012708603.1	-	RecD	-	3.9e-06	24.3	2.7	0.0067	13.6	0.8	2.8	3	0	0	3	3	3	2	UvrD-helicase domain-containing protein [Sinorhizobium fredii]
GCF_000018545.1	WP_015887506.1	-	RecD	-	7.6e-06	23.4	0.3	0.044	10.9	0.0	2.5	3	0	0	3	3	3	2	ATP-dependent helicase [Sinorhizobium fredii]
GCF_000061505.1	WP_011767572.1	-	RecD	-	3.4e-158	526.0	0.0	4.1e-158	525.7	0.0	1.0	1	0	0	1	1	1	1	exodeoxyribonuclease V subunit alpha [Azoarcus olearius]
GCF_000061505.1	WP_011766937.1	-	RecD	-	2.2e-07	27.8	1.5	0.0067	13.0	0.0	2.6	3	0	0	3	3	3	2	UvrD-helicase domain-containing protein [Azoarcus olearius]
GCF_000067165.1	WP_231864504.1	-	RecD	-	2e-99	333.2	5.0	6.1e-98	328.2	5.0	2.4	1	1	0	1	1	1	1	ATP-dependent RecD-like DNA helicase [Sorangium cellulosum]
GCF_000067165.1	WP_012240819.1	-	RecD	-	5.9e-13	47.5	0.0	2.9e-06	25.4	0.0	3.1	3	0	0	3	3	3	3	DEAD/DEAH box helicase family protein [Sorangium cellulosum]
GCF_000067165.1	WP_012233525.1	-	RecD	-	2.6e-07	28.9	0.1	0.0022	15.9	0.0	2.3	2	0	0	2	2	2	2	ATP-dependent helicase [Sorangium cellulosum]
GCF_000152885.1	WP_050749970.1	-	RecD	-	5.2e-165	547.9	0.5	6.3e-165	547.6	0.5	1.0	1	0	0	1	1	1	1	exodeoxyribonuclease V subunit alpha [Idiomarina baltica]
GCF_000152885.1	WP_040487510.1	-	RecD	-	3.3e-08	29.9	0.3	0.00012	18.2	0.5	2.4	2	0	0	2	2	2	2	DNA helicase Rep [Idiomarina baltica]
GCF_000153725.1	WP_007793369.1	-	RecD	-	6.2e-12	43.2	3.4	7.5e-06	23.1	0.0	3.6	3	1	0	4	4	4	3	ATP-dependent RecD-like DNA helicase [Salipiger bermudensis]
GCF_000179655.1	WP_008925648.1	-	RecD	-	1.3e-204	679.5	0.0	1.5e-204	679.2	0.0	1.0	1	0	0	1	1	1	1	MULTISPECIES: exodeoxyribonuclease V subunit alpha [unclassified Pantoea]
GCF_000179655.1	WP_033743159.1	-	RecD	-	3.2e-08	30.8	0.0	0.0044	13.8	0.0	3.2	2	1	1	3	3	3	3	MULTISPECIES: DNA helicase IV [Pantoea]
GCF_000179655.1	WP_003854368.1	-	RecD	-	2.7e-06	24.4	0.2	0.0012	15.6	0.0	2.7	3	0	0	3	3	3	2	MULTISPECIES: DNA helicase II [Pantoea]
GCF_000179655.1	WP_008926424.1	-	RecD	-	8.8e-06	22.7	3.2	0.0077	13.0	0.6	2.8	3	0	0	3	3	3	2	MULTISPECIES: DNA helicase Rep [unclassified Pantoea]
GCF_000181515.1	WP_006832467.1	-	RecD	-	1.3e-19	67.8	6.0	2.7e-18	63.4	6.0	2.2	1	1	0	1	1	1	1	MobF family relaxase [Erythrobacter sp. SD-21]
GCF_000181515.1	WP_083800375.1	-	RecD	-	1.7e-13	47.6	0.0	2.1e-05	20.9	0.0	3.5	3	1	0	3	3	3	3	ATP-dependent RecD-like DNA helicase [Erythrobacter sp. SD-21]
GCF_000181515.1	WP_006834164.1	-	RecD	-	5.2e-07	26.2	3.5	0.0029	13.8	0.2	3.1	3	0	0	3	3	3	3	TM0106 family RecB-like putative nuclease [Erythrobacter sp. SD-21]
GCF_000195225.1	WP_010449879.1	-	RecD	-	6.8e-200	664.0	1.6	3.5e-180	598.9	0.1	2.0	2	0	0	2	2	2	2	exodeoxyribonuclease V subunit alpha [Vibrio rotiferianus]
GCF_000195225.1	WP_010444844.1	-	RecD	-	2.3e-08	31.3	0.3	0.00078	16.4	0.1	2.4	2	0	0	2	2	2	2	DNA helicase Rep [Vibrio rotiferianus]
GCF_000195225.1	WP_010452349.1	-	RecD	-	6.1e-08	29.9	0.2	0.02	11.7	0.4	3.2	2	1	1	3	3	3	3	DNA helicase IV [Vibrio rotiferianus]
GCF_000204015.1	WP_006270774.1	-	RecD	-	2e-10	38.1	3.9	1.4e-06	25.4	3.3	2.7	2	1	0	2	2	2	2	MobF family relaxase [Asticcacaulis biprosthecium]
GCF_000204015.1	WP_006272357.1	-	RecD	-	1.6e-08	31.8	0.4	8.8e-05	19.5	0.1	2.2	2	0	0	2	2	2	2	DUF3320 domain-containing protein [Asticcacaulis biprosthecium]
GCF_000210835.1	WP_005801418.1	-	RecD	-	3.4e-19	66.9	0.5	2.3e-10	37.8	0.2	3.5	2	1	0	2	2	2	2	ATP-dependent RecD-like DNA helicase [Bacteroides fragilis]
GCF_000210835.1	WP_014298891.1	-	RecD	-	3.3e-15	53.8	0.1	1.2e-08	32.1	0.0	2.5	1	1	0	2	2	2	2	helix-turn-helix domain-containing protein [Bacteroides fragilis]
GCF_000210835.1	WP_005785291.1	-	RecD	-	6.6e-15	52.8	0.0	1.3e-06	25.4	0.0	2.9	3	0	0	3	3	3	2	MULTISPECIES: AAA family ATPase [Bacteroides]
GCF_000210835.1	WP_014298415.1	-	RecD	-	3.5e-11	40.5	0.5	8.4e-08	29.3	0.1	2.3	2	0	0	2	2	2	2	AAA domain-containing protein [Bacteroides fragilis]
GCF_000210835.1	WP_014298726.1	-	RecD	-	3.2e-08	30.7	1.9	0.00035	17.4	0.0	2.7	3	0	0	3	3	3	2	ATP-binding protein [Bacteroides fragilis]
GCF_000210835.1	WP_005793507.1	-	RecD	-	1e-07	29.0	0.0	0.01	12.5	0.0	3.2	2	1	1	3	3	3	2	ATP-dependent helicase [Bacteroides fragilis]
GCF_000210835.1	WP_014298291.1	-	RecD	-	1.7e-07	28.3	0.0	0.0003	17.6	0.0	3.1	3	0	0	3	3	3	2	DEAD/DEAH box helicase [Bacteroides fragilis]
GCF_000210835.1	WP_014299176.1	-	RecD	-	2.2e-06	24.7	3.4	3.4e-05	20.7	0.0	2.6	2	1	1	3	3	3	2	nuclease-related domain-containing DEAD/DEAH box helicase [Bacteroides fragilis]
GCF_000210835.1	WP_014299335.1	-	RecD	-	4.7e-06	23.5	0.0	0.00054	16.8	0.0	3.0	3	0	0	3	3	3	1	AAA domain-containing protein [Bacteroides fragilis]
GCF_000224655.1	WP_009379236.1	-	RecD	-	4.1e-110	367.2	0.0	1e-109	365.9	0.0	1.6	1	1	0	1	1	1	1	MULTISPECIES: ATP-dependent RecD-like DNA helicase [Bilophila]
GCF_000235745.1	WP_019341891.1	-	RecD	-	1.3e-173	576.9	0.0	1.6e-173	576.6	0.0	1.0	1	0	0	1	1	1	1	exodeoxyribonuclease V subunit alpha [Stutzerimonas stutzeri]
GCF_000235745.1	WP_080571216.1	-	RecD	-	2.5e-09	34.2	0.1	0.00017	18.2	0.1	2.4	2	0	0	2	2	2	2	UvrD-helicase domain-containing protein [Stutzerimonas stutzeri]
GCF_000235745.1	WP_019341239.1	-	RecD	-	2.3e-08	31.0	0.3	0.00044	16.9	0.0	2.7	3	0	0	3	3	3	2	DNA helicase Rep [Stutzerimonas stutzeri]
GCF_000235745.1	WP_019340540.1	-	RecD	-	8.3e-07	25.9	0.7	0.00013	18.6	0.3	2.4	2	0	0	2	2	2	2	DNA helicase II [Stutzerimonas stutzeri]
GCF_000241285.1	WP_010671032.1	-	RecD	-	9.9e-206	683.2	0.0	1.2e-205	682.9	0.0	1.0	1	0	0	1	1	1	1	MULTISPECIES: exodeoxyribonuclease V subunit alpha [Pantoea]
GCF_000241285.1	WP_010669787.1	-	RecD	-	1.2e-07	28.9	0.0	0.0049	13.6	0.0	3.2	2	1	0	3	3	3	3	DNA helicase IV [Pantoea agglomerans]
GCF_000241285.1	WP_010257313.1	-	RecD	-	4.8e-06	23.6	0.2	0.0012	15.6	0.0	2.7	3	0	0	3	3	3	2	MULTISPECIES: DNA helicase II [Pantoea]
GCF_000241285.1	WP_010257384.1	-	RecD	-	8.9e-06	22.7	3.2	0.0077	13.0	0.6	2.8	3	0	0	3	3	3	2	MULTISPECIES: DNA helicase Rep [Enterobacterales]
GCF_000253255.1	WP_013834134.1	-	RecD	-	3.9e-11	40.5	2.7	0.00034	17.6	0.1	3.2	3	0	0	3	3	3	3	MobF family relaxase [Novosphingobium sp. PP1Y]
GCF_000253255.1	WP_013833385.1	-	RecD	-	2e-10	38.1	4.7	3.1e-06	24.3	0.1	3.1	2	1	0	2	2	2	2	MULTISPECIES: MobF family relaxase [Novosphingobium]
GCF_000253255.1	WP_013832748.1	-	RecD	-	8.9e-10	36.0	5.8	2.7e-06	24.5	0.0	3.0	2	1	0	2	2	2	2	MobF family relaxase [Novosphingobium sp. PP1Y]
