WP_151777823.1	WP_151777823.1
WP_151867487.1	WP_151867487.1
WP_152117119.1	WP_152117119.1
WP_152472738.1	WP_152472738.1
WP_152472738.1	WP_040122438.1
WP_152680086.1	WP_152680086.1
WP_152680086.1	WP_051984986.1
WP_152680086.1	WP_144243121.1
WP_152696398.1	WP_152696398.1
WP_152698797.1	WP_152698797.1
WP_152701892.1	WP_152701892.1
WP_152701892.1	WP_003663893.1
WP_152716548.1	WP_152716548.1
WP_152725198.1	WP_152725198.1
WP_152726053.1	WP_152726053.1
WP_152726053.1	WP_003657094.1
WP_152726053.1	WP_003658687.1
WP_152726053.1	WP_003672046.1
WP_152726053.1	WP_042510468.1
WP_152726053.1	WP_049148596.1
WP_152726053.1	WP_120648880.1
WP_152726053.1	WP_120649245.1
WP_152726053.1	WP_152693884.1
WP_152726053.1	WP_152695076.1
WP_152726053.1	WP_152704475.1
WP_152726053.1	WP_152706845.1
WP_152726053.1	WP_120665505.1
WP_152829738.1	WP_152829738.1
WP_153766752.1	WP_153766752.1
WP_154071290.1	WP_154071290.1
WP_155166363.1	WP_155166363.1
WP_156181832.1	WP_156181832.1
WP_156181832.1	WP_013232536.1
WP_157592807.1	WP_157592807.1
WP_157862624.1	WP_157862624.1
WP_158022022.1	WP_158022022.1
WP_158773348.1	WP_158773348.1
WP_158996597.1	WP_158996597.1
WP_159873718.1	WP_159873718.1
WP_161620235.1	WP_161620235.1
WP_161620235.1	WP_047628105.1
WP_161940323.1	WP_161940323.1
WP_163597722.1	WP_163597722.1
WP_163597722.1	WP_064652497.1
WP_163598956.1	WP_163598956.1
WP_164030627.1	WP_164030627.1
WP_164030627.1	WP_060430781.1
WP_164650306.1	WP_164650306.1
WP_165068011.1	WP_165068011.1
WP_166137292.1	WP_166137292.1
WP_166360657.1	WP_166360657.1
WP_167425264.1	WP_167425264.1
WP_168364592.1	WP_168364592.1
WP_168572792.1	WP_168572792.1
WP_168837961.1	WP_168837961.1
WP_168890462.1	WP_168890462.1
WP_168949977.1	WP_168949977.1
WP_168949977.1	WP_019130668.1
WP_170361394.1	WP_170361394.1
WP_170457186.1	WP_170457186.1
WP_170457186.1	WP_170386445.1
WP_171749700.1	WP_171749700.1
WP_172309616.1	WP_172309616.1
WP_172533028.1	WP_172533028.1
WP_173236246.1	WP_173236246.1
WP_173942847.1	WP_173942847.1
WP_175082097.1	WP_175082097.1
WP_175127830.1	WP_175127830.1
WP_176313211.1	WP_176313211.1
WP_176502642.1	WP_176502642.1
WP_176848400.1	WP_176848400.1
WP_176848400.1	WP_029560972.1
WP_176848400.1	WP_199454170.1
WP_176848400.1	WP_228905330.1
WP_179807922.1	WP_179807922.1
WP_179875054.1	WP_179875054.1
WP_179875054.1	WP_095462459.1
WP_180040159.1	WP_180040159.1
WP_180040159.1	WP_179999410.1
WP_180168582.1	WP_180168582.1
WP_180571520.1	WP_180571520.1
WP_181478559.1	WP_181478559.1
WP_181478559.1	WP_001559797.1
WP_181885960.1	WP_181885960.1
WP_182074010.1	WP_182074010.1
WP_182074010.1	WP_042790153.1
WP_182074010.1	WP_047025128.1
WP_182375608.1	WP_182375608.1
WP_182375608.1	WP_108191956.1
WP_182375608.1	WP_143495243.1
WP_182583196.1	WP_182583196.1
WP_182697362.1	WP_182697362.1
WP_182700442.1	WP_182700442.1
WP_182700442.1	WP_061004446.1
WP_182761768.1	WP_182761768.1
WP_182768172.1	WP_182768172.1
WP_182831492.1	WP_182831492.1
WP_183324758.1	WP_183324758.1
WP_183737667.1	WP_183737667.1
WP_185874352.1	WP_185874352.1
WP_187043709.1	WP_187043709.1
WP_187609662.1	WP_187609662.1
WP_188440882.1	WP_188440882.1
WP_189387282.1	WP_189387282.1
WP_189586475.1	WP_189586475.1
WP_034961753.1	WP_034961753.1
WP_035671735.1	WP_035671735.1
WP_038136462.1	WP_038136462.1
WP_038499025.1	WP_038499025.1
WP_038874831.1	WP_038874831.1
WP_038898592.1	WP_038898592.1
WP_039329414.1	WP_039329414.1
WP_039362303.1	WP_039362303.1
WP_039426526.1	WP_039426526.1
WP_039426526.1	WP_095429625.1
WP_039426526.1	WP_130199893.1
WP_039426526.1	WP_206636561.1
WP_039446623.1	WP_039446623.1
WP_039510316.1	WP_039510316.1
WP_039510316.1	WP_051906073.1
WP_039510316.1	WP_104213023.1
WP_039510316.1	WP_116586314.1
WP_039510316.1	WP_129713088.1
WP_039510316.1	WP_174870149.1
WP_039510316.1	WP_180789181.1
WP_039510316.1	WP_203470577.1
WP_039510316.1	WP_228925409.1
WP_041449833.1	WP_041449833.1
WP_044503819.1	WP_044503819.1
WP_045221852.1	WP_045221852.1
WP_045380882.1	WP_045380882.1
WP_045380882.1	WP_103413221.1
WP_045380882.1	WP_212581499.1
WP_046698480.1	WP_046698480.1
WP_047382175.1	WP_047382175.1
WP_050075740.1	WP_050075740.1
WP_050075740.1	WP_050946108.1
WP_050075740.1	WP_204772128.1
WP_050570614.1	WP_050570614.1
WP_050713234.1	WP_050713234.1
WP_050847588.1	WP_050847588.1
WP_051326729.1	WP_051326729.1
WP_051369263.1	WP_051369263.1
WP_051532006.1	WP_051532006.1
WP_051635649.1	WP_051635649.1
WP_051641817.1	WP_051641817.1
WP_052339082.1	WP_052339082.1
WP_052501673.1	WP_052501673.1
WP_054634570.1	WP_054634570.1
WP_054634570.1	WP_039338846.1
WP_058494532.1	WP_058494532.1
WP_058523176.1	WP_058523176.1
WP_059635000.1	WP_059635000.1
WP_060543236.1	WP_060543236.1
WP_060604461.1	WP_060604461.1
WP_060798169.1	WP_060798169.1
WP_060798169.1	WP_060676491.1
WP_061008654.1	WP_061008654.1
WP_061170522.1	WP_061170522.1
WP_061784443.1	WP_061784443.1
WP_063198098.1	WP_063198098.1
WP_063363006.1	WP_063363006.1
WP_063364910.1	WP_063364910.1
WP_063380859.1	WP_063380859.1
WP_063513560.1	WP_063513560.1
WP_063662858.1	WP_063662858.1
WP_064608669.1	WP_064608669.1
WP_064608669.1	WP_064642952.1
WP_064608669.1	WP_064647623.1
WP_064608669.1	WP_147489259.1
WP_064609781.1	WP_064609781.1
WP_064619380.1	WP_064619380.1
WP_064623287.1	WP_064623287.1
WP_064639994.1	WP_064639994.1
WP_064644838.1	WP_064644838.1
WP_064646382.1	WP_064646382.1
WP_064646382.1	WP_064603026.1
WP_064646382.1	WP_064625582.1
WP_064651338.1	WP_064651338.1
WP_064724371.1	WP_064724371.1
WP_065205346.1	WP_065205346.1
WP_065222476.1	WP_065222476.1
WP_065222476.1	NP_313283.1
WP_065222476.1	WP_000777275.1
WP_065222476.1	WP_000777276.1
WP_065222476.1	WP_000777277.1
WP_065222476.1	WP_000777278.1
WP_065222476.1	WP_001303073.1
WP_065222476.1	WP_021541547.1
WP_065222476.1	WP_024230643.1
WP_065222476.1	WP_032101952.1
WP_065222476.1	WP_032282174.1
WP_065222476.1	WP_032339256.1
WP_065222476.1	WP_073461764.1
WP_065222476.1	WP_085454692.1
WP_065222476.1	WP_085562137.1
WP_065222476.1	WP_088568522.1
WP_065222476.1	WP_096164913.1
WP_065222476.1	WP_097335286.1
WP_065222476.1	WP_105277774.1
WP_065222476.1	WP_105288118.1
WP_065222476.1	WP_112037739.1
WP_065222476.1	WP_113398016.1
WP_065222476.1	WP_113439915.1
WP_065222476.1	WP_125400128.1
WP_065222476.1	WP_126851981.1
WP_065222476.1	WP_129965954.1
WP_065222476.1	WP_130216631.1
WP_065222476.1	WP_130235820.1
WP_065222476.1	WP_130521849.1
WP_065222476.1	WP_130544624.1
WP_065222476.1	WP_136147985.1
WP_065222476.1	WP_136159433.1
WP_065222476.1	WP_150323201.1
WP_065222476.1	WP_150377905.1
WP_065222476.1	WP_172704070.1
WP_065222476.1	WP_173002734.1
WP_065222476.1	WP_205845503.1
WP_065222476.1	WP_206309166.1
WP_065222476.1	WP_218069437.1
WP_065222476.1	WP_222656733.1
WP_065222476.1	WP_224672777.1
WP_065222476.1	WP_227481207.1
WP_065222476.1	WP_227853205.1
WP_065262261.1	WP_065262261.1
WP_065361045.1	WP_065361045.1
WP_065612406.1	WP_065612406.1
WP_065841070.1	WP_065841070.1
WP_066017829.1	WP_066017829.1
WP_067587182.1	WP_067587182.1
WP_068548457.1	WP_068548457.1
WP_068703336.1	WP_068703336.1
WP_068968567.1	WP_068968567.1
WP_069530589.1	WP_069530589.1
WP_070149755.1	WP_070149755.1
WP_071235445.1	WP_071235445.1
WP_071919892.1	WP_071919892.1
WP_072006642.1	WP_072006642.1
WP_072307146.1	WP_072307146.1
WP_072935924.1	WP_072935924.1
WP_074570833.1	WP_074570833.1
WP_074760748.1	WP_074760748.1
WP_074927363.1	WP_074927363.1
WP_075115744.1	WP_075115744.1
WP_075115744.1	WP_159142943.1
WP_075115744.1	WP_201035377.1
WP_075115744.1	WP_201987941.1
WP_075518528.1	WP_075518528.1
WP_077420751.1	WP_077420751.1
WP_078043265.1	WP_078043265.1
WP_078237061.1	WP_078237061.1
WP_078254430.1	WP_078254430.1
WP_078255231.1	WP_078255231.1
WP_078694798.1	WP_078694798.1
WP_078744106.1	WP_078744106.1
WP_080602589.1	WP_080602589.1
WP_080947243.1	WP_080947243.1
WP_081075536.1	WP_081075536.1
WP_082257121.1	WP_082257121.1
WP_084310573.1	WP_084310573.1
WP_086287325.1	WP_086287325.1
WP_086287325.1	WP_086226013.1
WP_086580915.1	WP_086580915.1
WP_086580915.1	WP_060436764.1
WP_086580915.1	WP_060457147.1
WP_087450667.1	WP_087450667.1
WP_087450667.1	WP_044597239.1
WP_087869638.1	WP_087869638.1
WP_087869638.1	WP_221898384.1
WP_088127108.1	WP_088127108.1
WP_089067948.1	WP_089067948.1
WP_089519129.1	WP_089519129.1
WP_090458511.1	WP_090458511.1
WP_090717937.1	WP_090717937.1
WP_091695295.1	WP_091695295.1
WP_091915297.1	WP_091915297.1
WP_092735236.1	WP_092735236.1
WP_093309404.1	WP_093309404.1
WP_094493831.1	WP_094493831.1
WP_094567269.1	WP_094567269.1
WP_094816098.1	WP_094816098.1
WP_095131544.1	WP_095131544.1
WP_095131544.1	WP_095054224.1
WP_095367697.1	WP_095367697.1
WP_095499550.1	WP_095499550.1
WP_095701409.1	WP_095701409.1
WP_096275269.1	WP_096275269.1
WP_096527221.1	WP_096527221.1
WP_096781915.1	WP_096781915.1
WP_096998555.1	WP_096998555.1
WP_096998555.1	WP_032255423.1
WP_096998555.1	WP_097505293.1
WP_096998555.1	WP_097747787.1
WP_096998555.1	WP_201489626.1
WP_121955400.1	WP_121955400.1
WP_122072778.1	WP_122072778.1
WP_122264390.1	WP_122264390.1
WP_123251400.1	WP_123251400.1
WP_123422845.1	WP_123422845.1
WP_123422845.1	WP_012603842.1
WP_123657204.1	WP_123657204.1
WP_124210247.1	WP_124210247.1
WP_124940925.1	WP_124940925.1
WP_124940925.1	WP_029799203.1
WP_124940925.1	WP_065546098.1
WP_124940925.1	WP_105065037.1
WP_124940925.1	WP_108676861.1
WP_125257830.1	WP_125257830.1
WP_125257830.1	WP_035338971.1
WP_126380566.1	WP_126380566.1
WP_126504274.1	WP_126504274.1
WP_126668727.1	WP_126668727.1
WP_127924244.1	WP_127924244.1
WP_128650997.1	WP_128650997.1
WP_128651140.1	WP_128651140.1
WP_129123751.1	WP_129123751.1
WP_129934111.1	WP_129934111.1
WP_129979576.1	WP_129979576.1
WP_129979576.1	WP_107352296.1
WP_129979576.1	WP_144224587.1
WP_129979576.1	WP_208146766.1
WP_130147558.1	WP_130147558.1
WP_130172548.1	WP_130172548.1
WP_131448281.1	WP_131448281.1
WP_132999423.1	WP_132999423.1
WP_133354278.1	WP_133354278.1
WP_133483691.1	WP_133483691.1
WP_134288928.1	WP_134288928.1
WP_135445700.1	WP_135445700.1
WP_136827006.1	WP_136827006.1
WP_137375353.1	WP_137375353.1
WP_138182819.1	WP_138182819.1
WP_138490239.1	WP_138490239.1
WP_138557806.1	WP_138557806.1
WP_139294549.1	WP_139294549.1
WP_139294549.1	WP_051982112.1
WP_139304869.1	WP_139304869.1
WP_139661372.1	WP_139661372.1
WP_139683109.1	WP_139683109.1
WP_139757965.1	WP_139757965.1
WP_140122718.1	WP_140122718.1
WP_140601521.1	WP_140601521.1
WP_141341575.1	WP_141341575.1
WP_141341575.1	WP_049845587.1
WP_141345750.1	WP_141345750.1
WP_143402524.1	WP_143402524.1
WP_144161971.1	WP_144161971.1
WP_146183963.1	WP_146183963.1
WP_146426222.1	WP_146426222.1
WP_147197128.1	WP_147197128.1
WP_147338713.1	WP_147338713.1
WP_147497570.1	WP_147497570.1
WP_147497570.1	WP_086288992.1
WP_148252242.1	WP_148252242.1
WP_148606850.1	WP_148606850.1
WP_148696488.1	WP_148696488.1
WP_148745613.1	WP_148745613.1
