GCF_013421985.1.csv:6,NZ_PXGK01000012.1,zorya_type_II,WP_000777278.1,PDLC00645,ZorE2_00004,ZorE2,6.599999999999998e-177,7.399999999999998e-177,0.986,0.989,116857,117960,+,HNH endonuclease [Enterobacteriaceae],86,150,"PDLC00642,ZorE2_00001, 1, 7.4e-79, 0.73, 0.965 | PDLC00643,ZorE2_00002, 1, 6.1e-54, 0.687, 0.918 | PDLC00644,ZorE2_00003, 1, 5.3e-25, 0.556, 0.719 | PDLC00645,ZorE2_00004, 1, 7.4e-177, 0.986, 0.989 | PDLC00646,ZorE2_00005, 1, 4.8e-93, 0.433, 0.981 | PDLC00646,ZorE2_00005, 2, 640, 0.065, 0.142","PDLC00645, ZorE2_00004, 7.4e-177, 0.986, 0.989 | PDLC00646, ZorE2_00005, 4.8e-93, 0.433, 0.981 | PDLC00642, ZorE2_00001, 7.4e-79, 0.73, 0.965 | PDLC00643, ZorE2_00002, 6.1e-54, 0.687, 0.918 | PDLC00644, ZorE2_00003, 5.3e-25, 0.556, 0.719"
GCF_003688015.1.csv:6,NZ_RDWX01000043.1,zorya_type_II,WP_121875048.1,PDLC00645,ZorE2_00004,ZorE2,4.999999999999998e-170,5.599999999999998e-170,0.992,0.984,31572,32663,+,HNH endonuclease [Providencia stuartii],13,16,"PDLC00642,ZorE2_00001, 1, 7.9e-77, 0.667, 0.866 | PDLC00643,ZorE2_00002, 1, 4.6e-52, 0.601, 0.787 | PDLC00644,ZorE2_00003, 1, 5.7e-22, 0.592, 0.768 | PDLC00645,ZorE2_00004, 1, 5.6e-170, 0.992, 0.984 | PDLC00646,ZorE2_00005, 1, 4.3e-86, 0.438, 0.981 | PDLC00646,ZorE2_00005, 2, 870, 0.036, 0.08","PDLC00645, ZorE2_00004, 5.6e-170, 0.992, 0.984 | PDLC00646, ZorE2_00005, 4.3e-86, 0.438, 0.981 | PDLC00642, ZorE2_00001, 7.9e-77, 0.667, 0.866 | PDLC00643, ZorE2_00002, 4.6e-52, 0.601, 0.787 | PDLC00644, ZorE2_00003, 5.7e-22, 0.592, 0.768"
GCF_001753505.1.csv:10,NZ_CP017438.1,zorya_type_II,WP_000777275.1,PDLC00645,ZorE2_00004,ZorE2,4.299999999999998e-176,4.799999999999998e-176,0.986,0.989,4802682,4803785,+,HNH endonuclease [Escherichia coli],4684,5234,"PDLC00642,ZorE2_00001, 1, 9.4e-79, 0.728, 0.961 | PDLC00643,ZorE2_00002, 1, 6.4e-54, 0.687, 0.918 | PDLC00644,ZorE2_00003, 1, 2e-25, 0.556, 0.719 | PDLC00645,ZorE2_00004, 1, 4.8e-176, 0.986, 0.989 | PDLC00646,ZorE2_00005, 1, 2.5e-93, 0.433, 0.981 | PDLC00646,ZorE2_00005, 2, 650, 0.065, 0.142","PDLC00645, ZorE2_00004, 4.8e-176, 0.986, 0.989 | PDLC00646, ZorE2_00005, 2.5e-93, 0.433, 0.981 | PDLC00642, ZorE2_00001, 9.4e-79, 0.728, 0.961 | PDLC00643, ZorE2_00002, 6.4e-54, 0.687, 0.918 | PDLC00644, ZorE2_00003, 2e-25, 0.556, 0.719"
GCF_002164525.1.csv:7,NZ_NFRL01000001.1,zorya_type_II,WP_000777275.1,PDLC00645,ZorE2_00004,ZorE2,4.399999999999998e-176,4.899999999999998e-176,0.986,0.989,364070,365173,+,HNH endonuclease [Escherichia coli],311,382,"PDLC00642,ZorE2_00001, 1, 9.6e-79, 0.728, 0.961 | PDLC00643,ZorE2_00002, 1, 6.5e-54, 0.687, 0.918 | PDLC00644,ZorE2_00003, 1, 2e-25, 0.556, 0.719 | PDLC00645,ZorE2_00004, 1, 4.9e-176, 0.986, 0.989 | PDLC00646,ZorE2_00005, 1, 2.5e-93, 0.433, 0.981 | PDLC00646,ZorE2_00005, 2, 660, 0.065, 0.142","PDLC00645, ZorE2_00004, 4.9e-176, 0.986, 0.989 | PDLC00646, ZorE2_00005, 2.5e-93, 0.433, 0.981 | PDLC00642, ZorE2_00001, 9.6e-79, 0.728, 0.961 | PDLC00643, ZorE2_00002, 6.5e-54, 0.687, 0.918 | PDLC00644, ZorE2_00003, 2e-25, 0.556, 0.719"
GCF_002473585.1.csv:7,NZ_NWNA01000001.1,zorya_type_II,WP_000777275.1,PDLC00645,ZorE2_00004,ZorE2,4.399999999999998e-176,4.999999999999998e-176,0.986,0.989,364183,365286,+,HNH endonuclease [Escherichia coli],311,323,"PDLC00642,ZorE2_00001, 1, 9.8e-79, 0.728, 0.961 | PDLC00643,ZorE2_00002, 1, 6.6e-54, 0.687, 0.918 | PDLC00644,ZorE2_00003, 1, 2.1e-25, 0.556, 0.719 | PDLC00645,ZorE2_00004, 1, 5e-176, 0.986, 0.989 | PDLC00646,ZorE2_00005, 1, 2.6e-93, 0.433, 0.981 | PDLC00646,ZorE2_00005, 2, 680, 0.065, 0.142","PDLC00645, ZorE2_00004, 5e-176, 0.986, 0.989 | PDLC00646, ZorE2_00005, 2.6e-93, 0.433, 0.981 | PDLC00642, ZorE2_00001, 9.8e-79, 0.728, 0.961 | PDLC00643, ZorE2_00002, 6.6e-54, 0.687, 0.918 | PDLC00644, ZorE2_00003, 2.1e-25, 0.556, 0.719"
GCF_000176155.1.csv:2,NZ_ACZO01000003.1,zorya_type_II,WP_004394036.1,PDLC00645,ZorE2_00004,ZorE2,1.4999999999999993e-159,1.6999999999999994e-159,0.994,0.995,48796,49881,+,HNH endonuclease [Vibrio metschnikovii],54,122,"PDLC00642,ZorE2_00001, 1, 3.9e-75, 0.712, 0.972 | PDLC00643,ZorE2_00002, 1, 7.5e-57, 0.679, 0.933 | PDLC00644,ZorE2_00003, 1, 1.6e-29, 0.51, 0.667 | PDLC00645,ZorE2_00004, 1, 1.7e-159, 0.994, 0.995 | PDLC00646,ZorE2_00005, 1, 9.2e-37, 0.402, 0.963","PDLC00645, ZorE2_00004, 1.7e-159, 0.994, 0.995 | PDLC00642, ZorE2_00001, 3.9e-75, 0.712, 0.972 | PDLC00643, ZorE2_00002, 7.5e-57, 0.679, 0.933 | PDLC00646, ZorE2_00005, 9.2e-37, 0.402, 0.963 | PDLC00644, ZorE2_00003, 1.6e-29, 0.51, 0.667"
GCF_000514275.1.csv:4,NZ_AZVP01000036.1,zorya_type_II,WP_027912053.1,PDLC00645,ZorE2_00004,ZorE2,9.099999999999997e-148,9.999999999999997e-148,0.997,0.973,15559,16644,-,hypothetical protein [unclassified Pseudomonas],10,65,"PDLC00642,ZorE2_00001, 1, 7.5e-79, 0.695, 0.88 | PDLC00643,ZorE2_00002, 1, 8.9e-56, 0.651, 0.83 | PDLC00644,ZorE2_00003, 1, 1.1e-22, 0.518, 0.655 | PDLC00645,ZorE2_00004, 1, 1e-147, 0.997, 0.973 | PDLC00646,ZorE2_00005, 1, 1.8e-76, 0.446, 0.975","PDLC00645, ZorE2_00004, 1e-147, 0.997, 0.973 | PDLC00642, ZorE2_00001, 7.5e-79, 0.695, 0.88 | PDLC00646, ZorE2_00005, 1.8e-76, 0.446, 0.975 | PDLC00643, ZorE2_00002, 8.9e-56, 0.651, 0.83 | PDLC00644, ZorE2_00003, 1.1e-22, 0.518, 0.655"
GCF_000786865.1.csv:6,NZ_JTGT01000603.1,zorya_type_II,WP_042766455.1,PDLC00645,ZorE2_00004,ZorE2,1.7999999999999996e-163,2.0999999999999994e-163,0.994,0.995,33571,34656,-,HNH endonuclease [Vibrio parahaemolyticus],18,138,"PDLC00642,ZorE2_00001, 1, 1.1e-76, 0.706, 0.947 | PDLC00643,ZorE2_00002, 1, 3.3e-57, 0.695, 0.954 | PDLC00644,ZorE2_00003, 1, 2.3e-31, 0.496, 0.644 | PDLC00645,ZorE2_00004, 1, 2.1e-163, 0.994, 0.995 | PDLC00646,ZorE2_00005, 1, 4.1e-38, 0.38, 0.914","PDLC00645, ZorE2_00004, 2.1e-163, 0.994, 0.995 | PDLC00642, ZorE2_00001, 1.1e-76, 0.706, 0.947 | PDLC00643, ZorE2_00002, 3.3e-57, 0.695, 0.954 | PDLC00646, ZorE2_00005, 4.1e-38, 0.38, 0.914 | PDLC00644, ZorE2_00003, 2.3e-31, 0.496, 0.644"
GCF_900044045.1.csv:8,NZ_FCPD01000005.1,zorya_type_II,WP_000777276.1,PDLC00645,ZorE2_00004,ZorE2,7.399999999999998e-177,8.199999999999998e-177,0.986,0.989,29093,30196,+,HNH endonuclease [Enterobacteriaceae],9,144,"PDLC00642,ZorE2_00001, 1, 8.5e-79, 0.728, 0.961 | PDLC00643,ZorE2_00002, 1, 5.8e-54, 0.687, 0.918 | PDLC00644,ZorE2_00003, 1, 1.8e-25, 0.556, 0.719 | PDLC00645,ZorE2_00004, 1, 8.2e-177, 0.986, 0.989 | PDLC00646,ZorE2_00005, 1, 2.2e-93, 0.433, 0.981 | PDLC00646,ZorE2_00005, 2, 590, 0.065, 0.142","PDLC00645, ZorE2_00004, 8.2e-177, 0.986, 0.989 | PDLC00646, ZorE2_00005, 2.2e-93, 0.433, 0.981 | PDLC00642, ZorE2_00001, 8.5e-79, 0.728, 0.961 | PDLC00643, ZorE2_00002, 5.8e-54, 0.687, 0.918 | PDLC00644, ZorE2_00003, 1.8e-25, 0.556, 0.719"
GCF_015864375.1.csv:3,NZ_JADYXI010000023.1,zorya_type_II,WP_197161538.1,PDLC00645,ZorE2_00004,ZorE2,1.3999999999999995e-151,1.4999999999999994e-151,0.997,0.995,16122,17258,-,HNH endonuclease [Pseudoalteromonas sp. SWYJZ19],13,47,"PDLC00642,ZorE2_00001, 1, 8.5e-78, 0.63, 0.827 | PDLC00642,ZorE2_00001, 2, 810, 0.058, 0.078 | PDLC00643,ZorE2_00002, 1, 2.4e-52, 0.656, 0.865 | PDLC00644,ZorE2_00003, 1, 3.5e-25, 0.5, 0.655 | PDLC00645,ZorE2_00004, 1, 1.5e-151, 0.997, 0.995 | PDLC00646,ZorE2_00005, 1, 2e-42, 0.429, 0.944 | PDLC00646,ZorE2_00005, 2, 650, 0.079, 0.179","PDLC00645, ZorE2_00004, 1.5e-151, 0.997, 0.995 | PDLC00642, ZorE2_00001, 8.5e-78, 0.63, 0.827 | PDLC00643, ZorE2_00002, 2.4e-52, 0.656, 0.865 | PDLC00646, ZorE2_00005, 2e-42, 0.429, 0.944 | PDLC00644, ZorE2_00003, 3.5e-25, 0.5, 0.655"
