WP_102155054.1	WP_102155054.1
WP_102364017.1	WP_102364017.1
WP_102546931.1	WP_102546931.1
WP_102546931.1	WP_102334287.1
WP_102562024.1	WP_102562024.1
WP_102562024.1	WP_102387682.1
WP_102562024.1	WP_060467777.1
WP_102670289.1	WP_102670289.1
WP_103194032.1	WP_103194032.1
WP_103194032.1	WP_158123301.1
WP_103194032.1	WP_224656916.1
WP_103438628.1	WP_103438628.1
WP_103443627.1	WP_103443627.1
WP_103860324.1	WP_103860324.1
WP_103860324.1	WP_044205759.1
WP_104028039.1	WP_104028039.1
WP_105077082.1	WP_105077082.1
WP_105289198.1	WP_105289198.1
WP_105628254.1	WP_105628254.1
WP_105934851.1	WP_105934851.1
WP_106068231.1	WP_106068231.1
WP_106090795.1	WP_106090795.1
WP_106140935.1	WP_106140935.1
WP_106592133.1	WP_106592133.1
WP_106730388.1	WP_106730388.1
WP_107184015.1	WP_107184015.1
WP_107226449.1	WP_107226449.1
WP_107229638.1	WP_107229638.1
WP_107247766.1	WP_107247766.1
WP_108020467.1	WP_108020467.1
WP_108215229.1	WP_108215229.1
WP_108241679.1	WP_108241679.1
WP_108241679.1	WP_075116993.1
WP_108330239.1	WP_108330239.1
WP_108511929.1	WP_108511929.1
WP_108511929.1	WP_096743049.1
WP_108946910.1	WP_108946910.1
WP_109083900.1	WP_109083900.1
WP_109317882.1	WP_109317882.1
WP_109401956.1	WP_109401956.1
WP_109716662.1	WP_109716662.1
WP_109908013.1	WP_109908013.1
WP_110869080.1	WP_110869080.1
WP_110915137.1	WP_110915137.1
WP_111305772.1	WP_111305772.1
WP_111749158.1	WP_111749158.1
WP_111828342.1	WP_111828342.1
WP_111828342.1	WP_130145303.1
WP_111828342.1	WP_168418593.1
WP_111828342.1	WP_228270362.1
WP_112157597.1	WP_112157597.1
WP_175801015.1	WP_175801015.1
WP_176044616.1	WP_176044616.1
WP_176044616.1	WP_081062903.1
WP_176224561.1	WP_176224561.1
WP_176493994.1	WP_176493994.1
WP_177006282.1	WP_177006282.1
WP_177006282.1	WP_178904992.1
WP_177006282.1	WP_219023244.1
WP_177030690.1	WP_177030690.1
WP_177030690.1	WP_169881840.1
WP_178319145.1	WP_178319145.1
WP_178319145.1	WP_168384518.1
WP_179145425.1	WP_179145425.1
WP_179930031.1	WP_179930031.1
WP_179954982.1	WP_179954982.1
WP_179994200.1	WP_179994200.1
WP_179994200.1	WP_179991172.1
WP_180037012.1	WP_180037012.1
WP_180092358.1	WP_180092358.1
WP_180100964.1	WP_180100964.1
WP_180112086.1	WP_180112086.1
WP_180112086.1	WP_180022218.1
WP_180160481.1	WP_180160481.1
WP_180264182.1	WP_180264182.1
WP_180264182.1	WP_108433448.1
WP_180790940.1	WP_180790940.1
WP_180942067.1	WP_180942067.1
WP_181109432.1	WP_181109432.1
WP_181164701.1	WP_181164701.1
WP_181546704.1	WP_181546704.1
WP_182016314.1	WP_182016314.1
WP_182310362.1	WP_182310362.1
WP_182310362.1	WP_113725280.1
WP_182396744.1	WP_182396744.1
WP_182581962.1	WP_182581962.1
WP_182692501.1	WP_182692501.1
WP_182692501.1	WP_182677519.1
WP_182700024.1	WP_182700024.1
WP_182720615.1	WP_182720615.1
WP_182720615.1	WP_024603234.1
WP_182744479.1	WP_182744479.1
WP_182818598.1	WP_182818598.1
WP_182970871.1	WP_182970871.1
WP_182970871.1	WP_064341295.1
WP_183473080.1	WP_183473080.1
WP_183630715.1	WP_183630715.1
WP_183904803.1	WP_183904803.1
WP_183933857.1	WP_183933857.1
WP_185779212.1	WP_185779212.1
WP_185884369.1	WP_185884369.1
WP_186378788.1	WP_186378788.1
WP_186408855.1	WP_186408855.1
WP_186862143.1	WP_186862143.1
WP_187335500.1	WP_187335500.1
WP_187625909.1	WP_187625909.1
WP_187782294.1	WP_187782294.1
WP_188012726.1	WP_188012726.1
WP_188134492.1	WP_188134492.1
WP_188740823.1	WP_188740823.1
WP_189379505.1	WP_189379505.1
WP_189433641.1	WP_189433641.1
WP_189585138.1	WP_189585138.1
WP_189770857.1	WP_189770857.1
WP_191772788.1	WP_191772788.1
WP_192433786.1	WP_192433786.1
WP_192565713.1	WP_192565713.1
WP_192965949.1	WP_192965949.1
WP_193348117.1	WP_193348117.1
WP_000213428.1	WP_000213428.1
WP_000213428.1	WP_000213429.1
WP_000213428.1	WP_001651402.1
WP_000213428.1	WP_016505866.1
WP_000213428.1	WP_016506139.1
WP_000213428.1	WP_023138500.1
WP_000213428.1	WP_023194729.1
WP_000213428.1	WP_023254790.1
WP_000213428.1	WP_042947803.1
WP_000213428.1	WP_057519955.1
WP_000213428.1	WP_057521136.1
WP_000213428.1	WP_058113847.1
WP_000213428.1	WP_076707658.1
WP_000213428.1	WP_076737672.1
WP_000213428.1	WP_079822088.1
WP_000213428.1	WP_080190666.1
WP_000213428.1	WP_080212839.1
WP_000213428.1	WP_100655514.1
WP_000213428.1	WP_106086705.1
WP_000213428.1	WP_117160636.1
WP_000213428.1	WP_122029365.1
WP_000213428.1	WP_134928730.1
WP_000213428.1	WP_183073976.1
WP_000213430.1	WP_000213430.1
WP_000213430.1	WP_046076300.1
WP_000213430.1	WP_181465053.1
WP_000213430.1	WP_181665719.1
WP_000213430.1	WP_000213431.1
WP_000213430.1	WP_000213433.1
WP_000213430.1	WP_001323007.1
WP_000213430.1	WP_001529637.1
WP_000213430.1	WP_001565437.1
WP_000213430.1	WP_001605447.1
WP_000213430.1	WP_016238980.1
WP_000213430.1	WP_020231086.1
WP_000213430.1	WP_021542772.1
WP_000213430.1	WP_021567762.1
WP_000213430.1	WP_023568185.1
WP_000213430.1	WP_029365133.1
WP_000213430.1	WP_032141044.1
WP_000213430.1	WP_032172294.1
WP_000213430.1	WP_032176852.1
WP_000213430.1	WP_032185828.1
WP_000213430.1	WP_061358391.1
WP_000213430.1	WP_063119360.1
WP_000213430.1	WP_085458453.1
WP_000213430.1	WP_087901961.1
WP_000213430.1	WP_087905300.1
WP_000213430.1	WP_088144634.1
WP_000213430.1	WP_088375730.1
WP_000213430.1	WP_089574289.1
WP_000213430.1	WP_089615345.1
WP_000213430.1	WP_089630123.1
WP_000213430.1	WP_089705332.1
WP_000213430.1	WP_094323419.1
WP_000213430.1	WP_094338050.1
WP_000213430.1	WP_096917556.1
WP_000213430.1	WP_096930555.1
WP_000213430.1	WP_096939102.1
WP_000213430.1	WP_096987739.1
WP_000213430.1	WP_097290967.1
WP_000213430.1	WP_097516828.1
WP_000213430.1	WP_097725492.1
WP_000213430.1	WP_105284130.1
WP_000213430.1	WP_112067021.1
WP_000213430.1	WP_112888844.1
WP_000213430.1	WP_112888989.1
WP_000213430.1	WP_112929159.1
WP_000213430.1	WP_113227832.1
WP_000213430.1	WP_113344099.1
WP_000213430.1	WP_115202010.1
WP_000213430.1	WP_115203326.1
WP_000213430.1	WP_127791078.1
WP_000213430.1	WP_130257908.1
WP_000213430.1	WP_134091961.1
WP_000213430.1	WP_139521435.1
WP_000213430.1	WP_139913622.1
WP_000213430.1	WP_142457875.1
WP_000213430.1	WP_145747982.1
WP_000213430.1	WP_147716597.1
WP_000213430.1	WP_148047385.1
WP_000213430.1	WP_156628896.1
WP_000213430.1	WP_157704345.1
WP_000213430.1	WP_160451831.1
WP_000213430.1	WP_160454191.1
WP_000213430.1	WP_160522401.1
WP_000213430.1	WP_160540343.1
WP_000213430.1	WP_174592166.1
WP_000213430.1	WP_176265548.1
WP_000213430.1	WP_181042525.1
WP_000213430.1	WP_181202860.1
WP_000213430.1	WP_181590841.1
WP_000213430.1	WP_181678132.1
WP_000213430.1	WP_182245924.1
WP_000213430.1	WP_182258154.1
WP_000213430.1	WP_195714953.1
WP_000213430.1	WP_220404616.1
WP_000213430.1	WP_222689359.1
WP_001472887.1	WP_001472887.1
WP_001472887.1	WP_021548608.1
WP_001472887.1	WP_021565421.1
WP_001472887.1	WP_021578295.1
WP_001472887.1	WP_048229166.1
WP_001472887.1	WP_053274038.1
WP_001472887.1	WP_062892907.1
WP_001472887.1	WP_087901326.1
WP_001472887.1	WP_089521386.1
WP_001472887.1	WP_089627462.1
WP_001472887.1	WP_096952190.1
WP_001472887.1	WP_096959289.1
WP_001472887.1	WP_097403008.1
WP_001472887.1	WP_097714424.1
WP_001472887.1	WP_097750594.1
WP_001472887.1	WP_101968876.1
WP_001472887.1	WP_136697075.1
WP_001472887.1	WP_137428998.1
WP_001472887.1	WP_137555957.1
WP_001472887.1	WP_160438207.1
WP_001472887.1	WP_181679522.1
WP_001472887.1	WP_213218194.1
WP_001472887.1	WP_063625628.1
WP_001472887.1	WP_064225811.1
WP_001472887.1	WP_130204716.1
WP_001472887.1	WP_182912997.1
WP_001472887.1	WP_223719473.1
WP_002024145.1	WP_002024145.1
WP_002024145.1	WP_069503061.1
WP_002024145.1	WP_080534073.1
WP_002024145.1	WP_119464993.1
WP_002024145.1	WP_153733828.1
WP_002024145.1	WP_230638927.1
WP_002036795.1	WP_002036795.1
WP_002036795.1	WP_034129598.1
WP_002036795.1	WP_071209587.1
WP_002036795.1	WP_086378820.1
WP_002036795.1	WP_140973925.1
WP_002036795.1	WP_140992363.1
WP_002036795.1	WP_225456358.1
WP_002036795.1	WP_225518757.1
WP_002036795.1	WP_228716034.1
WP_002067675.1	WP_002067675.1
WP_002067675.1	WP_114676362.1
WP_002067675.1	WP_133400476.1
WP_002067675.1	WP_188145925.1
WP_002067675.1	WP_199996436.1
WP_002067675.1	WP_215745004.1
WP_002067675.1	WP_228253440.1
WP_002132586.1	WP_002132586.1
WP_002132586.1	WP_005132978.1
WP_002132586.1	WP_147508399.1
WP_002132586.1	WP_151792543.1
WP_002542196.1	WP_002542196.1
WP_003302593.1	WP_003302593.1
WP_003302593.1	WP_042929880.1
WP_003302593.1	WP_125460268.1
WP_003302593.1	WP_128729171.1
WP_003302593.1	WP_134311114.1
WP_004329627.1	WP_004329627.1
WP_004329627.1	WP_005652120.1
WP_004329627.1	WP_057097984.1
WP_004329627.1	WP_061411155.1
WP_004329627.1	WP_072541415.1
WP_004329627.1	WP_106484873.1
WP_004329627.1	WP_120172797.1
WP_004329627.1	WP_181214290.1
WP_004329627.1	WP_231290543.1
WP_004822986.1	WP_004822986.1
WP_004822986.1	WP_139421629.1
WP_004822986.1	WP_161419733.1
WP_004959350.1	WP_004959350.1
WP_006229068.1	WP_006229068.1
WP_006273265.1	WP_006273265.1
WP_006832458.1	WP_006832458.1
WP_006955671.1	WP_006955671.1
WP_007798469.1	WP_007798469.1
WP_008924937.1	WP_008924937.1
WP_008924937.1	WP_227720462.1
WP_008924937.1	WP_227726644.1
WP_008924937.1	WP_227731007.1
WP_009705986.1	WP_009705986.1
WP_010220503.1	WP_010220503.1
WP_010447849.1	WP_010447849.1
WP_010447849.1	WP_061008659.1
WP_010447849.1	WP_176848253.1
WP_010447849.1	WP_199454175.1
WP_010447849.1	WP_211092064.1
WP_010447849.1	WP_228905317.1
WP_010799253.1	WP_010799253.1
WP_010799253.1	WP_074830126.1
WP_010799253.1	WP_150345610.1
WP_011216450.1	WP_011216450.1
WP_012240801.1	WP_012240801.1
WP_012708748.1	WP_012708748.1
WP_013832757.1	WP_013832757.1
WP_014298733.1	WP_014298733.1
WP_014298733.1	WP_032577266.1
WP_014298733.1	WP_053873785.1
WP_014298733.1	WP_195593905.1
WP_016253794.1	WP_016253794.1
WP_016733901.1	WP_016733901.1
WP_016919216.1	WP_016919216.1
WP_017041008.1	WP_017041008.1
WP_017041008.1	WP_017034443.1
WP_017694607.1	WP_017694607.1
